,art_0001,art_0005,art_0010,art_0014,art_0019,art_0024,art_0028,art_0033,art_0038,art_0042,art_0047,art_0052,art_0056,art_0061,art_0066,art_0070,art_0075,art_0080,art_0084,art_0089,art_0094,art_0098,art_0103,art_0108,art_0112,art_0117,art_0122,art_0126,art_0131,art_0135,art_0140,art_0145,art_0149,art_0154,art_0159,art_0163,art_0168,art_0173,art_0177,art_0182,art_0187,art_0191,art_0196,art_0201,art_0205,art_0210,art_0215,art_0219,art_0224,art_0229,art_0233,art_0238,art_0243,art_0247,art_0252,art_0257,art_0261,art_0266,art_0270,art_0275,art_0280,art_0284,art_0289,art_0294,art_0298,art_0303,art_0308,art_0312,art_0317,art_0322,art_0326,art_0331,art_0336,art_0340,art_0345,art_0350,art_0354,art_0359,art_0364,art_0368,art_0373,art_0378,art_0382,art_0387,art_0392,art_0396,art_0401,art_0405,art_0410,art_0415,art_0419,art_0424,art_0429,art_0433,art_0438,art_0443,art_0447,art_0452,art_0457,art_0461,art_0466,art_0471,art_0475,art_0480,art_0485,art_0489,art_0494,art_0499,art_0503,art_0508,art_0513,art_0517,art_0522,art_0527,art_0531,art_0536,art_0540,art_0545,art_0550,art_0554,art_0559,art_0564,art_0568,art_0573,art_0578,art_0582,art_0587,art_0592,art_0596,art_0601,art_0606,art_0610,art_0615,art_0620,art_0624,art_0629,art_0634,art_0638,art_0643,art_0648,art_0652,art_0657,art_0662,art_0666,art_0671,art_0675,art_0680,art_0685,art_0689,art_0694,art_0699,art_0703,art_0708,art_0713,art_0717,art_0722,art_0727,art_0731,art_0736,art_0741,art_0745,art_0750,art_0755,art_0759,art_0764,art_0769,art_0773,art_0778,art_0783,art_0787,art_0792,art_0797,art_0801,art_0806,art_0810,art_0815,art_0820,art_0824,art_0829,art_0834,art_0838,art_0843,art_0848,art_0852,art_0857,art_0862,art_0866,art_0871,art_0876,art_0880,art_0885,art_0890,art_0894,art_0899,art_0904,art_0908,art_0913,art_0918,art_0922,art_0927
art_0056,0.510008,0.435113,0.468481,0.533808,0.488153,0.607301,0.468820,0.542647,0.453289,0.517531,0.455158,0.544133,1.000000,0.489272,0.457084,0.484779,0.473736,0.497325,0.531489,0.495427,0.552091,0.524748,0.542216,0.457217,0.550563,0.532047,0.529964,0.513751,0.451986,0.506560,0.542184,0.548294,0.485432,0.566774,0.529060,0.528521,0.554051,0.431437,0.444402,0.538632,0.499495,0.519132,0.566794,0.584482,0.500807,0.509380,0.417637,0.514794,0.550256,0.499900,0.482644,0.482656,0.515332,0.455990,0.492009,0.586875,0.587545,0.532965,0.545295,0.509590,0.460027,0.465500,0.427219,0.494062,0.446320,0.520773,0.540295,0.651102,0.569911,0.504941,0.525797,0.511242,0.515596,0.475584,0.462405,0.444623,0.585994,0.532697,0.518962,0.531137,0.536318,0.507532,0.558809,0.482992,0.497637,0.521071,0.566349,0.564069,0.565292,0.545789,0.520945,0.540121,0.554907,0.470151,0.521121,0.524598,0.541609,0.561843,0.555762,0.507902,0.531314,0.575740,0.511309,0.528005,0.525559,0.496108,0.450322,0.615915,0.472946,0.602045,0.504189,0.523666,0.482089,0.568295,0.557584,0.443366,0.510368,0.567917,0.439661,0.535041,0.548542,0.504208,0.563367,0.542292,0.536667,0.502019,0.546611,0.517968,0.531285,0.506300,0.469412,0.483944,0.498924,0.455516,0.472636,0.520475,0.543782,0.484174,0.534617,0.522590,0.463145,0.566143,0.480751,0.476851,0.602340,0.598668,0.510993,0.505144,0.575467,0.545089,0.504291,0.584512,0.476720,0.578881,0.572393,0.533730,0.536878,0.486175,0.563354,0.424443,0.552858,0.534747,0.403538,0.479425,0.499355,0.548933,0.560869,0.522833,0.557299,0.613726,0.521326,0.451347,0.517516,0.513823,0.471610,0.495062,0.494904,0.413024,0.494571,0.547248,0.605383,0.525384,0.545954,0.530359,0.580689,0.509100,0.570634,0.499049,0.539318,0.463144,0.515643,0.497227,0.521359,0.532562,0.552940,0.506515,0.422094,0.589587,0.539669,0.510010
art_0061,0.497656,0.487200,0.565821,0.639946,0.512956,0.581490,0.537821,0.567720,0.616074,0.597953,0.542909,0.661990,0.489272,1.000000,0.483374,0.506604,0.479299,0.591521,0.536549,0.473507,0.618560,0.604691,0.640853,0.510640,0.692932,0.637248,0.604677,0.523302,0.594575,0.551870,0.629392,0.559140,0.558239,0.604470,0.491243,0.605872,0.626103,0.582586,0.579761,0.627325,0.531024,0.619011,0.544300,0.592107,0.616702,0.606869,0.533516,0.539855,0.523751,0.534807,0.522265,0.421377,0.495613,0.595953,0.443229,0.613396,0.556767,0.590802,0.603402,0.510834,0.533722,0.513025,0.572769,0.534959,0.594284,0.682927,0.608590,0.609576,0.498874,0.638101,0.619923,0.595540,0.652241,0.649937,0.582374,0.538308,0.621712,0.596289,0.607523,0.507885,0.660818,0.616658,0.611496,0.528974,0.593865,0.569057,0.641009,0.610285,0.615636,0.560277,0.664989,0.630413,0.649398,0.423715,0.564497,0.596253,0.589233,0.618970,0.649080,0.551067,0.607881,0.700975,0.523961,0.555341,0.572471,0.549751,0.503803,0.539677,0.527639,0.594452,0.584392,0.553556,0.663993,0.630998,0.573903,0.584789,0.525721,0.601710,0.425987,0.524866,0.561835,0.579881,0.571179,0.555488,0.501120,0.557824,0.624404,0.599632,0.550534,0.557760,0.570870,0.536620,0.564027,0.538194,0.564026,0.620318,0.592165,0.614553,0.501657,0.556517,0.506631,0.513315,0.629449,0.466414,0.624563,0.616219,0.537735,0.536877,0.605358,0.605757,0.662368,0.541950,0.569529,0.578064,0.579178,0.544513,0.625222,0.473670,0.665353,0.501268,0.594929,0.529853,0.577134,0.590397,0.583360,0.581484,0.610722,0.561639,0.649232,0.660073,0.565784,0.560425,0.592711,0.572009,0.512365,0.494189,0.629749,0.428361,0.604447,0.567327,0.609905,0.655985,0.616290,0.624590,0.570138,0.594279,0.580641,0.589799,0.570103,0.446150,0.589880,0.643665,0.572394,0.563808,0.604581,0.648281,0.564059,0.641130,0.589621,0.605498
art_0066,0.290286,0.337760,0.417478,0.438987,0.375483,0.472924,0.315192,0.361441,0.349329,0.406146,0.344643,0.547577,0.457084,0.483374,1.000000,0.353490,0.412085,0.408428,0.329060,0.337753,0.498375,0.395288,0.440516,0.281552,0.469187,0.340192,0.332289,0.379445,0.352155,0.373952,0.419424,0.355347,0.473100,0.373628,0.412684,0.446526,0.434752,0.426004,0.346678,0.385144,0.446755,0.465919,0.520975,0.449091,0.362117,0.354073,0.311662,0.432248,0.451666,0.291958,0.338180,0.325370,0.359930,0.420585,0.382048,0.532870,0.362792,0.392591,0.366515,0.400509,0.350647,0.376367,0.259157,0.514984,0.465284,0.489361,0.459738,0.557733,0.528874,0.518893,0.445568,0.414335,0.382339,0.376309,0.363149,0.361082,0.423699,0.451200,0.406157,0.412205,0.435493,0.452384,0.372395,0.533930,0.453586,0.296760,0.440424,0.369117,0.344002,0.411911,0.430629,0.392994,0.410002,0.264726,0.347037,0.378774,0.464951,0.461725,0.474553,0.405617,0.422550,0.516583,0.402814,0.408245,0.449184,0.405218,0.479200,0.444290,0.368882,0.388851,0.514332,0.464319,0.441239,0.450323,0.415192,0.375740,0.392747,0.486268,0.370766,0.494478,0.350684,0.347735,0.425723,0.396224,0.342057,0.352695,0.443818,0.294399,0.444236,0.351947,0.426699,0.416909,0.375835,0.281898,0.393688,0.347576,0.409827,0.402477,0.350266,0.431905,0.374269,0.440661,0.400787,0.376617,0.400016,0.417515,0.409506,0.341770,0.481410,0.520614,0.455307,0.527126,0.355429,0.380526,0.464774,0.435488,0.368925,0.412078,0.440653,0.423548,0.396096,0.387599,0.382547,0.396378,0.301560,0.470436,0.531203,0.394682,0.434158,0.458973,0.434835,0.411014,0.458793,0.501838,0.442280,0.395065,0.418243,0.273504,0.408240,0.434953,0.420027,0.394891,0.392522,0.410975,0.416149,0.406396,0.396617,0.489903,0.442526,0.386459,0.409177,0.477589,0.415176,0.359204,0.380505,0.355878,0.281153,0.427239,0.392165,0.413526
art_0070,0.564330,0.513678,0.518427,0.565295,0.519999,0.510268,0.521593,0.617712,0.553701,0.588519,0.506356,0.514820,0.484779,0.506604,0.353490,1.000000,0.382883,0.555962,0.516995,0.555534,0.562760,0.645106,0.611961,0.444427,0.606773,0.584559,0.534967,0.542651,0.571614,0.610378,0.578066,0.449865,0.511819,0.580446,0.497890,0.543277,0.575621,0.442959,0.506107,0.535952,0.568019,0.528860,0.482287,0.532133,0.616806,0.582509,0.472955,0.484342,0.494426,0.550426,0.510729,0.398859,0.484817,0.533423,0.486923,0.581537,0.562194,0.587986,0.568501,0.484851,0.552519,0.389616,0.509219,0.460021,0.503836,0.604866,0.610576,0.574094,0.441424,0.587981,0.552704,0.548015,0.569256,0.558756,0.449941,0.514657,0.586720,0.486679,0.565495,0.579909,0.550026,0.536893,0.592601,0.435975,0.502704,0.538382,0.586821,0.579844,0.595012,0.524893,0.565641,0.520270,0.608608,0.567395,0.552403,0.552374,0.517170,0.521802,0.639156,0.493675,0.583580,0.643465,0.621120,0.611060,0.557135,0.541449,0.471624,0.531354,0.539467,0.609246,0.498944,0.594768,0.491383,0.575848,0.543487,0.543506,0.578868,0.582132,0.338878,0.521575,0.579262,0.516913,0.572041,0.557998,0.545949,0.535479,0.626858,0.511317,0.589516,0.526153,0.503801,0.520380,0.579939,0.576504,0.545263,0.596052,0.581731,0.573166,0.551148,0.560191,0.498259,0.509949,0.591276,0.543652,0.624601,0.638662,0.579837,0.541211,0.619131,0.541416,0.554927,0.535632,0.548969,0.544515,0.615595,0.579565,0.609771,0.505496,0.563277,0.451024,0.597534,0.526709,0.493773,0.521420,0.610671,0.564351,0.623299,0.567796,0.570794,0.558690,0.564227,0.517375,0.591161,0.554687,0.490246,0.531469,0.514113,0.437895,0.590677,0.522687,0.572488,0.606300,0.551320,0.537832,0.613316,0.619958,0.617150,0.576628,0.560333,0.472282,0.543557,0.513724,0.546948,0.570122,0.552418,0.590491,0.534669,0.597719,0.559234,0.529697
art_0075,0.434772,0.492196,0.487442,0.651830,0.515187,0.558260,0.491909,0.379245,0.351879,0.557481,0.441005,0.577674,0.473736,0.479299,0.412085,0.382883,1.000000,0.500688,0.389789,0.375630,0.563582,0.555109,0.579884,0.382009,0.589148,0.438379,0.463731,0.591391,0.491648,0.403864,0.517277,0.506926,0.444905,0.459719,0.496906,0.476936,0.518905,0.402350,0.565011,0.418208,0.609979,0.542609,0.593062,0.499687,0.528064,0.574368,0.397541,0.493704,0.431178,0.413994,0.508224,0.456820,0.588569,0.442530,0.403296,0.643795,0.544545,0.533470,0.537897,0.523971,0.437678,0.569574,0.459364,0.663542,0.427456,0.568398,0.604144,0.466932,0.574664,0.579188,0.484195,0.663632,0.472522,0.388851,0.506954,0.502632,0.515778,0.316832,0.650033,0.537732,0.620789,0.415956,0.526720,0.346839,0.468829,0.454451,0.508228,0.524109,0.338425,0.452341,0.523949,0.481253,0.492289,0.312118,0.430865,0.485121,0.496214,0.587336,0.498219,0.554336,0.485116,0.600466,0.532134,0.502581,0.554640,0.523363,0.414267,0.514535,0.514138,0.561987,0.591222,0.529578,0.595879,0.490926,0.468974,0.485977,0.602271,0.497176,0.397985,0.441392,0.515574,0.508192,0.435808,0.499236,0.471342,0.328059,0.551155,0.302145,0.530206,0.520336,0.618115,0.562255,0.491877,0.378037,0.578037,0.498617,0.591261,0.547416,0.503386,0.541977,0.398153,0.441647,0.469480,0.468944,0.517194,0.575549,0.559943,0.495264,0.587451,0.465610,0.609163,0.520781,0.484141,0.519238,0.483964,0.476277,0.485913,0.615110,0.618516,0.486176,0.584599,0.409471,0.322555,0.453268,0.491891,0.593860,0.578288,0.584988,0.498470,0.524883,0.592331,0.534038,0.462379,0.583619,0.532912,0.522732,0.532241,0.389468,0.569920,0.559744,0.559845,0.572857,0.472728,0.455748,0.601015,0.499307,0.537765,0.516277,0.577874,0.311588,0.562096,0.436453,0.585048,0.536000,0.564116,0.516137,0.396111,0.629376,0.527241,0.557529
art_0080,0.455750,0.438019,0.521711,0.580505,0.432155,0.555274,0.480916,0.572556,0.491735,0.517316,0.467896,0.604865,0.497325,0.591521,0.408428,0.555962,0.500688,1.000000,0.534090,0.503966,0.480560,0.586520,0.571671,0.454297,0.639740,0.533239,0.532286,0.494829,0.568127,0.499258,0.574027,0.545286,0.503561,0.640429,0.475628,0.613477,0.562151,0.565822,0.594661,0.581120,0.521482,0.560277,0.605668,0.541834,0.564280,0.587474,0.416367,0.516062,0.425673,0.473208,0.492868,0.374028,0.470180,0.631060,0.431078,0.583489,0.487769,0.501491,0.544608,0.392155,0.516148,0.446342,0.493321,0.448281,0.612446,0.587736,0.611592,0.540879,0.469366,0.695194,0.584175,0.609248,0.684297,0.587114,0.568833,0.577878,0.588924,0.524058,0.634671,0.482073,0.622841,0.510194,0.569208,0.502671,0.658882,0.507898,0.599731,0.534792,0.461661,0.495276,0.584391,0.573934,0.545142,0.440184,0.488033,0.542238,0.611639,0.612833,0.593795,0.480245,0.523920,0.636127,0.577745,0.534686,0.600287,0.572627,0.451295,0.561709,0.535392,0.574414,0.533470,0.516436,0.495208,0.703726,0.609181,0.584212,0.456777,0.555362,0.347035,0.484032,0.491620,0.505870,0.538959,0.557889,0.446470,0.497960,0.599404,0.490285,0.560979,0.487618,0.518134,0.558540,0.428513,0.476789,0.597581,0.575371,0.493422,0.576362,0.479438,0.513987,0.516762,0.476718,0.541785,0.502622,0.602702,0.584814,0.543467,0.573652,0.572885,0.595185,0.651305,0.618075,0.558232,0.567906,0.544768,0.495111,0.520175,0.485207,0.592124,0.487251,0.530463,0.504282,0.583294,0.535617,0.563630,0.525991,0.653039,0.526378,0.553089,0.602609,0.542364,0.527905,0.543903,0.519842,0.516148,0.515558,0.526080,0.452196,0.529822,0.508503,0.607081,0.555804,0.622429,0.512607,0.524811,0.603256,0.532082,0.575154,0.502621,0.451938,0.507032,0.682541,0.498997,0.603517,0.565504,0.618946,0.587374,0.619622,0.540880,0.558088
art_0084,0.533306,0.481010,0.554655,0.502699,0.577267,0.450233,0.497893,0.561424,0.638719,0.567499,0.490467,0.535015,0.531489,0.536549,0.329060,0.516995,0.389789,0.534090,1.000000,0.420240,0.576439,0.546284,0.572492,0.606466,0.591517,0.551496,0.597215,0.483593,0.634303,0.645112,0.686894,0.511461,0.461307,0.630765,0.374359,0.489755,0.507646,0.448145,0.498827,0.646881,0.531414,0.475779,0.437376,0.516215,0.679398,0.552914,0.393211,0.432047,0.409775,0.627795,0.473120,0.379633,0.474178,0.555672,0.392536,0.530745,0.543661,0.464407,0.479587,0.473036,0.646089,0.323056,0.621580,0.448729,0.464134,0.652848,0.488591,0.508129,0.414088,0.520909,0.576654,0.521796,0.602421,0.546158,0.448499,0.470817,0.595796,0.440088,0.565571,0.540432,0.576219,0.494478,0.505039,0.455750,0.483598,0.578862,0.533080,0.576726,0.512237,0.467242,0.504823,0.532443,0.510621,0.677593,0.571680,0.577656,0.424193,0.558282,0.560272,0.467206,0.684239,0.556360,0.541510,0.503489,0.481974,0.455911,0.409781,0.451994,0.450568,0.607395,0.473974,0.480000,0.538979,0.545175,0.509443,0.571530,0.449360,0.510569,0.387732,0.437426,0.613015,0.499894,0.488775,0.402714,0.576678,0.541681,0.595859,0.500854,0.523996,0.619631,0.473725,0.470042,0.594083,0.524759,0.501787,0.559361,0.559405,0.530539,0.518632,0.510899,0.485435,0.463861,0.492574,0.547956,0.603663,0.606497,0.490848,0.515618,0.508031,0.618286,0.519309,0.487608,0.586536,0.631482,0.495250,0.497574,0.599041,0.396100,0.618399,0.404170,0.559229,0.589996,0.491231,0.477912,0.599721,0.470052,0.549112,0.480380,0.502139,0.520522,0.501713,0.430496,0.530515,0.499645,0.455683,0.362589,0.489457,0.384280,0.537994,0.517264,0.658585,0.607346,0.569420,0.638408,0.504898,0.535267,0.576559,0.424525,0.497119,0.349336,0.545120,0.476731,0.486285,0.498670,0.559217,0.525191,0.532296,0.542520,0.498811,0.460461
art_0089,0.604325,0.558621,0.528271,0.613372,0.465853,0.521325,0.561280,0.586415,0.516789,0.509816,0.485140,0.517397,0.495427,0.473507,0.337753,0.555534,0.375630,0.503966,0.420240,1.000000,0.515975,0.644093,0.581128,0.435169,0.605561,0.588905,0.588012,0.591642,0.520379,0.504118,0.496565,0.512520,0.485766,0.543907,0.570934,0.658724,0.426339,0.556401,0.552184,0.527841,0.510841,0.567150,0.504194,0.620161,0.480425,0.558241,0.430507,0.612240,0.539969,0.495488,0.477420,0.519836,0.520750,0.522054,0.397830,0.535456,0.489871,0.511153,0.566251,0.395236,0.502921,0.411922,0.466511,0.362505,0.564765,0.515015,0.575917,0.539199,0.324560,0.510754,0.503717,0.502790,0.577017,0.559476,0.502692,0.451159,0.548422,0.509152,0.432147,0.503412,0.568363,0.623548,0.574978,0.449854,0.556235,0.601606,0.541152,0.531799,0.632480,0.542213,0.426388,0.614045,0.573178,0.461780,0.578074,0.629699,0.436404,0.525582,0.550779,0.527289,0.514260,0.600127,0.588395,0.595855,0.572189,0.632434,0.460128,0.595153,0.626888,0.579579,0.423490,0.547551,0.555399,0.580843,0.548589,0.540168,0.525083,0.544570,0.451102,0.598938,0.600456,0.519187,0.611931,0.649023,0.586536,0.610793,0.596493,0.524999,0.582673,0.429830,0.571569,0.507483,0.505178,0.568581,0.589783,0.568795,0.545873,0.608833,0.638559,0.575143,0.593367,0.620536,0.542877,0.566334,0.673632,0.700800,0.673147,0.703581,0.531035,0.545011,0.543992,0.480503,0.519422,0.594797,0.584690,0.532475,0.556480,0.332567,0.587828,0.431345,0.539188,0.522320,0.482089,0.600165,0.540067,0.571381,0.519569,0.474239,0.554826,0.571203,0.412060,0.507761,0.569589,0.578355,0.448353,0.595225,0.385884,0.613628,0.520259,0.524760,0.629906,0.582114,0.506709,0.518529,0.550478,0.519881,0.535268,0.464614,0.591449,0.437496,0.549874,0.586139,0.464786,0.566240,0.577087,0.507131,0.537653,0.428873,0.615818,0.507214
art_0094,0.558080,0.645255,0.604004,0.719393,0.586719,0.665148,0.638445,0.569173,0.505489,0.651667,0.527044,0.677927,0.552091,0.618560,0.498375,0.562760,0.563582,0.480560,0.576439,0.515975,1.000000,0.702013,0.693536,0.515842,0.709814,0.666841,0.715693,0.705352,0.608527,0.615186,0.634079,0.553285,0.513453,0.555835,0.536196,0.695088,0.566710,0.576025,0.633434,0.636917,0.617932,0.711247,0.513279,0.666829,0.644811,0.651359,0.449016,0.602929,0.662255,0.572971,0.642860,0.600921,0.593851,0.554768,0.505761,0.666503,0.627110,0.611354,0.686362,0.509227,0.628921,0.546920,0.553872,0.514951,0.523319,0.666650,0.603833,0.572940,0.463641,0.591042,0.591566,0.564352,0.558493,0.543681,0.592494,0.521038,0.650775,0.591206,0.615892,0.580789,0.680019,0.658362,0.598461,0.499997,0.585561,0.660889,0.574207,0.650078,0.567793,0.669211,0.539144,0.622534,0.622581,0.478050,0.575683,0.651079,0.504976,0.701949,0.641608,0.690706,0.672024,0.731651,0.631304,0.628501,0.663615,0.673112,0.440986,0.607087,0.626025,0.687562,0.548676,0.692644,0.639081,0.532781,0.633711,0.675009,0.714473,0.633241,0.607208,0.664874,0.676529,0.705155,0.537628,0.651848,0.699294,0.590804,0.700950,0.472485,0.570944,0.613679,0.716282,0.554055,0.633188,0.546528,0.604125,0.647391,0.748095,0.658373,0.618791,0.734513,0.627729,0.705694,0.578810,0.643739,0.704218,0.729568,0.741235,0.627888,0.570888,0.613443,0.614931,0.571919,0.582165,0.680542,0.670054,0.578004,0.648923,0.470329,0.685784,0.480542,0.648123,0.591618,0.450487,0.706482,0.645362,0.720449,0.664926,0.567543,0.617482,0.684609,0.565389,0.665767,0.634046,0.669703,0.462833,0.633798,0.576439,0.579773,0.638893,0.705920,0.686733,0.696637,0.608976,0.615813,0.704812,0.620650,0.615736,0.562232,0.696696,0.475738,0.641690,0.515558,0.629908,0.658596,0.735660,0.547481,0.588582,0.581185,0.698600,0.656936
art_0098,0.603196,0.638598,0.643379,0.767889,0.563247,0.635412,0.700615,0.636345,0.549909,0.693637,0.588215,0.658692,0.524748,0.604691,0.395288,0.645106,0.555109,0.586520,0.546284,0.644093,0.702013,1.000000,0.694663,0.551763,0.790022,0.648476,0.694434,0.769100,0.699506,0.654200,0.663656,0.614014,0.524830,0.633774,0.606603,0.705922,0.573202,0.617680,0.717693,0.613395,0.655550,0.679204,0.569823,0.725782,0.698511,0.736404,0.486406,0.672316,0.572563,0.618308,0.598391,0.502503,0.601997,0.596044,0.537060,0.644159,0.666144,0.698327,0.725646,0.485386,0.545095,0.550492,0.617700,0.495882,0.590452,0.656249,0.692683,0.565467,0.477147,0.605403,0.589525,0.645281,0.638364,0.616968,0.627302,0.509201,0.704739,0.525124,0.649366,0.565244,0.743244,0.623789,0.649428,0.490439,0.610409,0.638929,0.642541,0.716063,0.603383,0.639827,0.592057,0.634739,0.661253,0.504635,0.612020,0.722839,0.568678,0.697287,0.746878,0.678997,0.679891,0.731141,0.715496,0.779456,0.718186,0.710688,0.525818,0.595538,0.682813,0.717299,0.529961,0.700933,0.642069,0.624089,0.629576,0.706073,0.672092,0.710349,0.528251,0.644840,0.684285,0.685492,0.648578,0.676367,0.718034,0.611864,0.726724,0.533279,0.669175,0.639354,0.703149,0.703390,0.660482,0.639076,0.708265,0.702915,0.696974,0.749782,0.667718,0.718627,0.611142,0.662759,0.625712,0.684547,0.701512,0.775232,0.700917,0.666136,0.642778,0.559791,0.681091,0.555668,0.608807,0.751218,0.679077,0.574845,0.683689,0.475399,0.670598,0.514573,0.684745,0.612849,0.476865,0.703700,0.707246,0.704461,0.719670,0.660503,0.652214,0.675200,0.652839,0.677470,0.631676,0.630947,0.472654,0.637753,0.522280,0.637048,0.693115,0.727118,0.757220,0.744992,0.630959,0.625253,0.752980,0.736707,0.685880,0.606136,0.717465,0.471010,0.633870,0.594792,0.606297,0.720355,0.718981,0.619671,0.632560,0.611224,0.719293,0.692948
art_0103,0.668168,0.675818,0.662126,0.683366,0.656803,0.611742,0.695805,0.655419,0.554593,0.598577,0.570546,0.676605,0.542216,0.640853,0.440516,0.611961,0.579884,0.571671,0.572492,0.581128,0.693536,0.694663,1.000000,0.587115,0.736395,0.668138,0.638561,0.645086,0.562832,0.549887,0.647063,0.656790,0.521917,0.656331,0.561511,0.650272,0.521773,0.634126,0.629823,0.632343,0.604064,0.674455,0.595151,0.627063,0.646719,0.696860,0.461590,0.534545,0.551848,0.582228,0.612614,0.572499,0.621518,0.502532,0.455886,0.704354,0.614703,0.618773,0.610386,0.592247,0.578484,0.642551,0.630033,0.595119,0.574475,0.652226,0.584240,0.573570,0.480459,0.684630,0.633392,0.583799,0.647759,0.613020,0.623232,0.570692,0.608934,0.564697,0.670662,0.627815,0.699111,0.659723,0.703027,0.474076,0.631199,0.677582,0.630141,0.688268,0.541226,0.564451,0.602459,0.641307,0.673716,0.506308,0.647112,0.738203,0.591382,0.654726,0.614858,0.674595,0.694787,0.735406,0.615970,0.603953,0.612422,0.681486,0.438107,0.643909,0.610559,0.746199,0.510747,0.641369,0.668579,0.620850,0.579422,0.685708,0.628732,0.539909,0.518987,0.578224,0.663276,0.681850,0.583448,0.584514,0.628372,0.547444,0.749233,0.521547,0.556808,0.643872,0.624246,0.589505,0.585288,0.597072,0.584191,0.650065,0.706722,0.620200,0.601252,0.639621,0.666134,0.589807,0.596208,0.647254,0.630022,0.683892,0.676002,0.665692,0.587308,0.617207,0.643800,0.538240,0.656027,0.690004,0.585980,0.594859,0.565727,0.519039,0.670842,0.487566,0.642702,0.518663,0.478687,0.615682,0.680805,0.683359,0.653554,0.601105,0.674091,0.647551,0.546298,0.659227,0.533890,0.692861,0.485852,0.614652,0.559909,0.533913,0.644574,0.598007,0.688437,0.659250,0.692079,0.592368,0.697745,0.552957,0.553610,0.468687,0.663608,0.429464,0.709562,0.581454,0.687194,0.617092,0.678861,0.603709,0.604181,0.678792,0.630300,0.711535
art_0108,0.572868,0.614158,0.596200,0.584800,0.570239,0.480244,0.584905,0.587308,0.459455,0.542153,0.475917,0.553599,0.457217,0.510640,0.281552,0.444427,0.382009,0.454297,0.606466,0.435169,0.515842,0.551763,0.587115,1.000000,0.577493,0.527979,0.539283,0.577171,0.513824,0.458666,0.555422,0.588382,0.402294,0.518809,0.392011,0.561164,0.454173,0.618340,0.528792,0.554543,0.452965,0.510733,0.406377,0.504271,0.576933,0.628507,0.361393,0.460094,0.435412,0.554406,0.398823,0.411772,0.396862,0.397436,0.353978,0.480103,0.462480,0.548465,0.561915,0.412495,0.463051,0.416981,0.553894,0.425125,0.489889,0.574649,0.496136,0.374536,0.307694,0.448863,0.526220,0.484211,0.682886,0.517921,0.605708,0.424160,0.630837,0.454071,0.480473,0.564148,0.584772,0.581260,0.597195,0.385740,0.550463,0.583053,0.531945,0.574224,0.441150,0.486105,0.560626,0.594328,0.602444,0.581583,0.547502,0.617967,0.440629,0.518644,0.528341,0.465452,0.571797,0.580970,0.467440,0.500352,0.510273,0.526621,0.438536,0.469809,0.465157,0.593992,0.385786,0.558102,0.571186,0.476296,0.538234,0.578294,0.539964,0.444370,0.425000,0.502105,0.599704,0.536878,0.523082,0.511813,0.543262,0.553534,0.598202,0.524137,0.529556,0.661156,0.492628,0.460808,0.515279,0.585991,0.535281,0.547850,0.668078,0.515992,0.650793,0.544301,0.560863,0.521908,0.526409,0.581270,0.550163,0.564651,0.565574,0.561870,0.519331,0.591633,0.484732,0.472914,0.490521,0.580670,0.484136,0.456246,0.495703,0.376581,0.539155,0.329980,0.528991,0.477099,0.554946,0.535698,0.526437,0.543121,0.518658,0.567177,0.579301,0.513632,0.510601,0.491297,0.487547,0.452446,0.357067,0.471870,0.387345,0.526724,0.470566,0.560073,0.527913,0.572769,0.578527,0.520728,0.547755,0.502137,0.484984,0.451569,0.558076,0.325248,0.549077,0.472368,0.487974,0.618718,0.553939,0.554282,0.587865,0.469917,0.566068,0.554670
